date,Close,High,Low,Open,Volume,MA5,MA20,RSI,MACD,sentiment_neg,sentiment_neu,sentiment_pos
2020-01-30,0.1029588474252451,0.09827452454347,0.1099173957793137,0.0959929945948759,0.2663552614125229,0.0856907528695198,0.0688604673363525,0.6527982937391129,0.6049496418950039,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-01-31,0.0880198647755446,0.0968168037996793,0.0990335447006849,0.096400418520039,0.4446355036253113,0.0838034347391137,0.0693692900694838,0.4967459726091665,0.5932529010043087,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-03,0.0871355209926777,0.0873147379543844,0.0927174254884826,0.0790332152493354,0.3814929733132256,0.0837412357496739,0.0699930979216653,0.4281161291908969,0.5826832497922703,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-04,0.097736484255039,0.0936735490931473,0.1045899393069817,0.0905312439387265,0.2905187819659059,0.0839900249193738,0.0710512869689627,0.5545065992228077,0.5840203601067037,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-05,0.100441342140025,0.0989673620164634,0.1101255917504636,0.0991051419069059,0.246980783623275,0.0833702139920831,0.0723322257310823,0.5854701812047546,0.5871749402816596,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-06,0.1043529285713768,0.0994429351987045,0.1114886568595711,0.0981130162403234,0.2141828891574486,0.0836576136443689,0.0735553915164716,0.5845062633626685,0.5928630891968905,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-07,0.0997543277298113,0.0983548662046052,0.1099224811126463,0.0987032780387652,0.244183912164335,0.0860767558744851,0.0741752858344878,0.5200296812608521,0.5923924920691107,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-10,0.1013392516998873,0.0964373913614458,0.105593894292894,0.090129826827017,0.2237844695807189,0.0890049550526602,0.0748409241980763,0.5499705397392595,0.5929721896893275,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-11,0.0993162716687769,0.0988730020176273,0.1106629406824905,0.0999907921766418,0.1870110430901269,0.0893306393606744,0.0750302647081632,0.524849021669423,0.5909430965596016,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-12,0.1072311781594151,0.1023138998204214,0.1135416743370287,0.0977611207935235,0.2345079312402319,0.0907304119036607,0.075879964002729,0.5676144104181576,0.5963274634516936,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-13,0.1048013565250169,0.1012774154863578,0.1155024510945749,0.1006083503546004,0.1880497132399117,0.0908228584863498,0.0766743569371113,0.5562274051520657,0.5976382516545625,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-14,0.1048848255655101,0.1010287157427355,0.1149809752928028,0.1011841072767676,0.1522346826745218,0.0918805467695061,0.0772565716216019,0.6411516347080535,0.5981284756244072,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-18,0.0986800301423662,0.0945717815772072,0.1063864632025432,0.091364953858034,0.3294684231058587,0.0913323295060398,0.0773136237766757,0.5212441210186585,0.5920006288672565,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-19,0.1034979224275944,0.0995674200480415,0.1120084402564011,0.0962223027765061,0.1861808901334657,0.0921944062778254,0.0777479030018988,0.5039592506661984,0.5912216041477402,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-20,0.1000357188225353,0.0996502174187146,0.110141350990639,0.0989753023018255,0.202289577517735,0.0907110116295343,0.0779345483422305,0.479774651525736,0.5867816471150198,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-21,0.0924753993524383,0.095297315943875,0.1020997640618021,0.0947775842225998,0.2732343708776861,0.0881699286980869,0.0776325258261916,0.5442921702115391,0.5756336018323732,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-24,0.0769689589339565,0.078434983879906,0.0799150307253036,0.0724178465712003,0.4999630444880731,0.0824148760704651,0.0765536544716529,0.4290559635200658,0.5518135424581432,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-25,0.0664367465025813,0.0767249948814766,0.0766817751857617,0.0762806278248738,0.5207129525887704,0.0757676959315344,0.0754323443025529,0.2740259030498474,0.5230588679087811,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-26,0.0712023183517765,0.071905690601092,0.0770676525006642,0.0611856658474546,0.4408821941490859,0.0691097295660164,0.0740800020019854,0.2949960968374445,0.5052882636754249,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-27,0.0512536127936077,0.0595932616293378,0.0629454025895072,0.055501583990009,0.7408111710394093,0.0590529546434216,0.0712931173604672,0.1912462905551751,0.472864103071886,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-02-28,0.0510867734925508,0.051726968826374,0.0456419511047436,0.0305457825879701,1.0,0.0505203977591094,0.0685234339850192,0.2027303428308612,0.4481081158346129,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-02,0.0776259771722217,0.0755952965435723,0.0679100731172151,0.0567367570727564,0.7916962188392838,0.0506558466988981,0.0679684575686424,0.3896357298147918,0.4549947279057958,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-03,0.0677298087073981,0.078248478017732,0.0763375347903203,0.0791279041044085,0.7380456261071358,0.0509224205845569,0.0669322992925147,0.3617881096932183,0.4520051460868536,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-04,0.0817242247438324,0.0776266924546266,0.0839828454786803,0.071559560686804,0.4925797737343717,0.0530915857345561,0.0660773327255505,0.3945969227102873,0.4639917479681499,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-05,0.0714839399310028,0.0736365139311576,0.0821888591358653,0.0705964713014601,0.4152287056711292,0.0572622102358968,0.064531166755812,0.3695509988538031,0.4645686770727034,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-06,0.0674274104163172,0.0645887011015469,0.0715710450957959,0.0564436651085496,0.5097075521892592,0.0606309476892719,0.0625595472308905,0.3572488962794413,0.4620702081737468,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-09,0.0435889817178765,0.051395218084153,0.0525569960570136,0.0373394434607449,0.6579407605591198,0.0536139812195843,0.0595606267457102,0.3128087885389807,0.4384113069161687,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-10,0.0635794711862567,0.0600492394831073,0.0592009750962262,0.051356205855253,0.6543803050126848,0.0527583598924081,0.0575444622005087,0.3776342061866406,0.4400511214598296,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-11,0.0532453783669715,0.0546392643388811,0.0617981037756775,0.0516179629113385,0.581714510593995,0.0468872450230049,0.0550845299557402,0.3616783795128345,0.4327053668352241,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-12,0.0248812319516721,0.0430108118009845,0.0369120042429627,0.0291640006822458,0.9803328149772124,0.0372797683664288,0.0506874958738453,0.320119908375239,0.40128701029824,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-13,0.0558940633986709,0.0532919157387919,0.0420748420400497,0.0385328732723238,0.8634897652811042,0.0349020876038995,0.0480761154828094,0.4504973148390926,0.407734307409849,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-16,0.0186035369404997,0.0316932067042531,0.0285679060064918,0.0145191487881776,0.7452605167800052,0.0297511620920327,0.0434691693439873,0.396555446474833,0.3789330285533967,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-17,0.0297092656430036,0.0301696089961567,0.0268990139423543,0.0203392981907463,0.7492556278839372,0.0227685805378757,0.0397865099601791,0.4131191647712524,0.3687872252266721,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-18,0.0232544582180983,0.0222827141687781,0.025564086536027,0.0122371658455722,0.6909530459418198,0.0165857410048742,0.0355019504282472,0.4389935017125521,0.3567025420957787,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-19,0.0212835187465538,0.0252260491990092,0.0312901465769517,0.0202137614760268,0.6215050731841506,0.0158440470747583,0.031297016196903,0.4353621524521792,0.3474931482135875,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-20,0.0050784243494897,0.0241792918883183,0.0160518375916766,0.0199939307716387,0.939263738517482,0.0053680449898466,0.0266304985434119,0.3299604082559358,0.3271286184228128,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-23,0.0,0.0,0.0,0.0,0.78032958442915,0.001532794751494,0.0225207795786076,0.3379373951788074,0.308819184164394,0.02,0.869,0.111
2020-03-24,0.0234734368586507,0.0198886062130606,0.0226228027103685,0.008667543160421,0.6598653840411906,0.0002472347040683,0.0202267752048974,0.3669976002851831,0.3194334507321459,0.076,0.83,0.094
2020-03-25,0.0220552040197373,0.0308330080147341,0.0330528365237427,0.0237310324058749,0.6991968172248907,0.0,0.0176025896808462,0.383042425991521,0.3289575501676819,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-26,0.0355281772712518,0.0312786577921287,0.0352014291577607,0.0193030581802374,0.5731202737938431,0.0029366367361662,0.0167629379369336,0.4289568739629537,0.3516555526296917,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-03-27,0.0243702763026092,0.0283664180708763,0.0359211578820215,0.0258246980774484,0.4559629798771119,0.0069137879648871,0.0153364239669466,0.4559806899057274,0.3610336754521702,0.0285,0.901,0.07
2020-03-30,0.0317428151265789,0.0280036380663612,0.0383721652344761,0.0237205792696036,0.3672687722987356,0.0134577929930472,0.0128865155384597,0.4199050502981303,0.37746048826871,0.06,0.872,0.0685
2020-03-31,0.0312005462398399,0.0352273526102566,0.0410839780601582,0.0288080402199574,0.4383055873307694,0.0150507910444804,0.0109360538872627,0.4427170850390218,0.391708872575299,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-01,0.0172479305769386,0.0209561112377019,0.0276605322306266,0.0192821487531789,0.3874401186100616,0.0140597377476645,0.0074933744930234,0.4807934892333405,0.3913573901258852,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-02,0.0214399532283618,0.0172561189887584,0.0253345973010808,0.0128338089222546,0.3622702333875184,0.0111553510823079,0.0048213009184967,0.3829824617897636,0.3967963873700278,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-03,0.0177693404352151,0.0178261756159615,0.0274936573329902,0.015408985647784,0.2740322183537225,0.0097945216368243,0.0021698331737917,0.4997970272193288,0.3992459243890083,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-06,0.0397307199851751,0.0358699821841552,0.0383513691948456,0.0238881089510366,0.4500980667127754,0.0114412845137359,0.0019638232233691,0.5446935689319014,0.4236584078197123,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-07,0.0365605427785911,0.044772665782909,0.0483850250376537,0.0447194533896175,0.4527089369196333,0.0125462855717907,0.0005211610901714,0.559590720852953,0.4411421667431187,0.072,0.837,0.091
2020-04-08,0.043484801818815,0.0402850712850321,0.0507109921845664,0.0362822665724963,0.3695174295410126,0.0179552014680454,0.0,0.5935714612392264,0.462581069719694,0.046,0.904,0.05
2020-04-09,0.0454868734314982,0.0430832895508603,0.0543301388050125,0.042521157549173,0.3522379132225843,0.0229126435252033,0.0011002278937442,0.6870719018523108,0.4822016702562789,0.052,0.844,0.104
2020-04-13,0.0509719912143813,0.0468454236754091,0.0555086907870187,0.0421128707070802,0.2768290898126625,0.0297576039605231,0.0008374163177261,0.734259871198537,0.503480612918846,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-14,0.0653626464749954,0.0619251254386302,0.0682542538385258,0.0543500475808824,0.433393196367885,0.0350418062331302,0.0033340955231206,0.7088437719379077,0.5342705598982611,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-15,0.0626305253294459,0.0599352242038394,0.0709452349979904,0.0568623801264419,0.277151165664952,0.0404163168496757,0.005091909675118,0.7000506021661443,0.5559062262698956,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-16,0.0649873156692429,0.0618733796071409,0.0727392582508905,0.0620755301847571,0.3407117093172432,0.0448492116069355,0.0073202146710269,0.6620864783802602,0.5749541941382411,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-17,0.0609307203012708,0.0605777845993012,0.0670130473311792,0.0592595339776962,0.482965466909643,0.0480330694710511,0.0094371571162358,0.715362909031932,0.5856693196799074,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-20,0.0548094597719066,0.0551158818794949,0.0670026065184344,0.0522040516101943,0.274363104791637,0.048824190656608,0.0120925208140901,0.6390068277792726,0.5877737219430818,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-21,0.0458831455823212,0.0505246671683945,0.055091515733241,0.0504559225758724,0.3991219761947766,0.0448083542766464,0.0145424283635262,0.5825320885974073,0.5804449482555878,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-22,0.0539439500289458,0.0511982757693159,0.0621526372080838,0.0476608937806145,0.2421731407339316,0.0430175555646455,0.0161693861342651,0.7133430504601103,0.5819352850233364,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-23,0.0528282636510076,0.0551885562545249,0.0649375605720703,0.0500267985368659,0.2616347454254705,0.0405108813069371,0.0178124982215703,0.6890648049149558,0.5816067467253456,0.0806666666666666,0.8496666666666667,0.0699999999999999
2020-04-24,0.0611080632015062,0.0564944024917275,0.0671591352629387,0.0514190332468529,0.2649308834031572,0.040547441795546,0.0191783234033205,0.7473490326459427,0.5887762555445102,0.05,0.8305,0.1195
2020-04-27,0.061316587632845,0.0580800516401099,0.0702359673326205,0.0562342594329247,0.2427242918124696,0.041888932059439,0.0211510531694035,0.6607511217165791,0.594076354563846,0.038,0.8725999999999999,0.0892
2020-04-28,0.0565301732185089,0.0594170549503365,0.0684107709404136,0.0596678410310511,0.2302847238640096,0.0440838918356383,0.0224745617246537,0.6458636529318865,0.593109607674126,0.026,0.901,0.073
2020-04-29,0.0660717546627913,0.0633968135923098,0.074345415578036,0.0593014235448606,0.292144824490687,0.0465841242248561,0.0243364924116001,0.6591207191918871,0.6008458469213914,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-04-30,0.0724015396234943,0.0684337383703787,0.0789972272777402,0.0647762046345611,0.4041939366528683,0.0506192929983487,0.0272813917088677,0.6791933893931772,0.6122634716112307,0.028,0.86,0.112
2020-05-01,0.067469095546599,0.0730664435131617,0.0763896910493071,0.0608925477290846,0.5450477900848607,0.0519306646421234,0.0297390946808054,0.6119295996476792,0.6157437680788596,0.031,0.848,0.12
2020-05-04,0.0717341824192667,0.0675631805535403,0.0768799446171578,0.0639492701150091,0.2830581738494966,0.0540783252195431,0.0326205203568993,0.551309276756769,0.6216971231124637,0.3333333333333333,0.3333333333333333,0.3333333333333333
2020-05-05,0.0763224442948696,0.0751392426226507,0.085369944941172,0.0701148806978043,0.3177699233038522,0.0581586413769453,0.0345743171268345,0.6036100488634731,0.6298270124940324,0.0105,0.907,0.0824999999999999
2020-05-06,0.0795239018124865,0.0774608332275314,0.0899696583968347,0.0757676721551404,0.3045109708922725,0.0609318963083722,0.0368683241376971,0.6085778474869287,0.6382529907203022,0.056,0.825,0.119
2020-05-07,0.0827670115337421,0.0794611354736349,0.093203000456486,0.0786568802747747,0.2381418083335413,0.0630688113875617,0.0389657780266523,0.663071291408661,0.6468544662228586,0.0204999999999999,0.86,0.119
